City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,marzuq,14.4,46.4667,60.82,83,0,3.4,YE,1669342263
352,praia da vitoria,38.7333,-27.0667,63.75,82,86,26.15,PT,1669342264
353,puerto quijarro,-17.7833,-57.7667,76.75,47,89,4.5,BO,1669342265
354,leningradskiy,69.3833,178.4167,3.79,95,100,6.29,RU,1669342266
355,dwarka,22.2394,68.9678,74.91,47,5,10.76,IN,1669342266
356,kawalu,-7.3817,108.2082,77.85,82,100,1.12,ID,1669342267
357,kropotkin,45.4375,40.5756,49.93,71,99,14.23,RU,1669342268
358,tilichiki,60.4667,166.1,-7.33,92,13,7.09,RU,1669342268
359,broken hill,-31.95,141.4333,80.37,21,0,1.86,AU,1669342269
360,progreso,21.2833,-89.6667,77.11,83,59,12.93,MX,1669342271
361,juegang,32.3174,121.1855,67.91,67,47,11.41,CN,1669342272
362,sinnamary,5.3833,-52.95,77.83,89,100,9.84,GF,1669342272
363,nishihara,26.1842,127.7558,69.46,88,75,11.5,JP,1669342273
